rank	gene	combined_binding_score	chr	start	end	transcript	FBid
1669	CG15333	0.253562500234693	X	8021344	8021345	FBtr0071124	FBgn0029989
1670	CG32299; CG32298	0.253374995663762					
1671	Rpn13R	0.253249997893969	X	5131898	5131899	FBtr0070741	FBgn0029745
1672	CG14395	0.252916663264235	3R	12662831	12662832	FBtr0310613	FBgn0038073
1673	mAcon2	0.252812501508743	3R	11137177	11137178	FBtr0082336	FBgn0037862
1674	CG8907	0.25235000140965	3R	17008269	17008270	FBtr0083372	FBgn0038466
1675	CG11041	0.25233333123227	2R	20146118	20146119	FBtr0300692	FBgn0034481
1676	nht	0.249250004068017	2L	15318900	15318901	FBtr0300021	FBgn0041103
1677	CG34302	0.248666669552525	3R	9823822	9823823	FBtr0301078	FBgn0085331
1678	Trh	0.248416667804122	3L	1193172	1193173	FBtr0072638	FBgn0035187
1679	CG34129	0.247999999594564	3R	26191204	26191205	FBtr0110870	FBgn0083965
1680	CG13244	0.247583334644636	2L	15916888	15916889	FBtr0080792	FBgn0032577
1681	PDZ-GEF	0.246749998535961	2L	6323767	6323768	FBtr0079249	FBgn0265778
1682	CG3847	0.246687499806285	X	6347103	6347104	FBtr0070905	FBgn0029867
1683	AstC-R1	0.245999999344349	3L	18560258	18560259	FBtr0089578	FBgn0036790
1684	CG10570; CG42502	0.245903843386958					
1685	CG12716	0.245416668554147	X	12976230	12976231	FBtr0073752	FBgn0030439
1686	Gycbeta100B	0.245062502130168	3R	31134392	31134393	FBtr0085753	FBgn0013973
1687	Ir20a	0.244650001527043	X	21478944	21478945	FBtr0077213	FBgn0031181
1688	CG14298	0.244562497013249	3R	18875528	18875529	FBtr0334521	FBgn0038654
1689	Mip	0.243812500848435	3L	17349665	17349666	FBtr0075241	FBgn0036713
1690	CG11262	0.243749997927807	3L	12995135	12995136	FBtr0075872	FBgn0036329
1691	CG32264	0.243133332642416	3L	3746583	3746584	FBtr0073188	FBgn0052264
1692	CG12374	0.243000003509223	2R	12762113	12762114	FBtr0087854	FBgn0033774
1693	Eip63F-1	0.242687497346196	3L	3925601	3925602	FBtr0303422	FBgn0004910
1694	CG3348	0.242187497671694	3R	27292208	27292209	FBtr0085172	FBgn0040609
1695	RabX4	0.242049997672439	3R	24828408	24828409	FBtr0084736	FBgn0051118
1696	CG12708	0.241892856146608	X	15675476	15675477	FBtr0074052	FBgn0030666
1697	CG12105	0.240083331863085	3L	1614509	1614510	FBtr0331463	FBgn0035241
1698	NPFR	0.240000002086163	3R	6187315	6187316	FBtr0078590	FBgn0037408
1699	Pka-C3	0.23861111390094	3L	15952992	15952993	FBtr0075529	FBgn0000489
1700	CG13840	0.238500003159667	3R	22816177	22816178	FBtr0339139	FBgn0039028
1701	trbl	0.238083334329228	3L	20401608	20401609	FBtr0078235	FBgn0028978
1702	wgn	0.237857142862465	X	18634907	18634908	FBtr0074617	FBgn0030941
1703	ATP8A	0.237666667128603	2R	13424735	13424736	FBtr0303100	FBgn0259221
1704	CG43813	0.236916666850448	2L	12344265	12344266	FBtr0332235	FBgn0264361
1705	CanA1	0.236833333969116	3R	31039374	31039375	FBtr0085732	FBgn0010015
1706	CG10104	0.236749997362494	2R	14390696	14390697	FBtr0087486	FBgn0033933
1707	CG1394	0.236583333772918	X	11170677	11170678	FBtr0073467	FBgn0030277
1708	Prosbeta4R2	0.23637499846518	2L	2655394	2655395	FBtr0077699	FBgn0031443
1709	pan	0.236083334932725	4	69326	69327	FBtr0100246	FBgn0085432
1710	CG5009	0.235749999526888	2R	17760940	17760941	FBtr0089548	FBgn0027572
1711	Sox102F	0.234625000118588	4	804079	804080	FBtr0334488	FBgn0039938
1712	ND-24L	0.23450000048615	3L	17320810	17320811	FBtr0075249	FBgn0036706
1713	grsm	0.233624998480082	3R	12961642	12961643	FBtr0082730	FBgn0040493
1714	CG12520	0.23324999694402	3L	12902736	12902737	FBtr0113169	FBgn0036324
1715	CG10752	0.232812501431908	3L	12954646	12954647	FBtr0075903	FBgn0036325
1716	Mct1	0.232624999713153	X	2189188	2189189	FBtr0342765	FBgn0023549
1717	brk	0.232250001647377	X	7307939	7307940	FBtr0071048	FBgn0024250
1718	CG13577	0.231937501812354	2R	24268558	24268559	FBtr0343444	FBgn0034998
1719	CG43901	0.230999999834845	X	10905767	10905768	FBtr0332932	FBgn0264502
1720	CG14491	0.230762501299614	2R	17895078	17895079	FBtr0086803	FBgn0034284
1721	PIP82	0.230499998976787	X	8529697	8529698	FBtr0071235	FBgn0024943
1722	Or65c	0.230250000953674	3L	6327608	6327609	FBtr0077006	FBgn0041623
1723	CG32488	0.230000003473833	3L	3016068	3016069	FBtr0073008	FBgn0052488
1724	ec	0.229650003090501	X	3811698	3811699	FBtr0112801	FBgn0000542
1725	CG42287	0.229583334384693	2R	14090325	14090326	FBtr0299667	FBgn0259183
1726	CG14153	0.229499998502433	3L	10643528	10643529	FBtr0076259	FBgn0036094
1727	CG5273	0.229035715639059	X	759594	759595	FBtr0070137	FBgn0040382
1728	Shawl	0.228500002063811	2L	9415155	9415156	FBtr0308029	FBgn0085395
1729	lap	0.228125001303852	3R	7186994	7186995	FBtr0081572	FBgn0086372
1730	CG30431	0.227613636673513	2R	6202725	6202726	FBtr0085991	FBgn0050431
1731	CG6059	0.227125001722015	3R	27124687	27124688	FBtr0085130	FBgn0039491
1732	CG14455	0.226875001564622	3L	22687086	22687087	FBtr0331777	FBgn0037175
1733	CG31206	0.226500000804663	3R	20107962	20107963	FBtr0083875	FBgn0051206
1734	saturn	0.225800000503659	3L	14203323	14203324	FBtr0075735	FBgn0052141
1735	CG7406	0.225250000987823	X	19077720	19077721	FBtr0074664	FBgn0030980
1736	Rbcn-3B	0.225000000651926	X	1908920	1908921	FBtr0070316	FBgn0023510
1737	Gbp3	0.224666667170823	3R	22977270	22977271	FBtr0084340	FBgn0039031
1738	CG43133	0.223749999888241	X	18130177	18130178	FBtr0305281	FBgn0262607
1739	CG1690	0.22349999503543	2R	9758067	9758068	FBtr0088496	FBgn0033442
1740	Acp36DE	0.222833335865289	2L	18359027	18359028	FBtr0081054	FBgn0011559
1741	CG4631	0.222833335865289	2L	16607370	16607371	FBtr0080871	FBgn0032590
1742	Inx2	0.222400002554059	X	6998672	6998673	FBtr0071006	FBgn0027108
1743	CG13309	0.22216667017589	3L	8810395	8810396	FBtr0076582	FBgn0035933
1744	Cpsf160	0.222125001368113	2R	14503487	14503488	FBtr0089258	FBgn0024698
1745	Cad74A	0.221833332027826	3L	17379529	17379530	FBtr0075240	FBgn0036715
1746	cry	0.221250000565002	3R	19212154	19212155	FBtr0083736	FBgn0025680
1747	d-cup	0.221000004094094	3R	12891956	12891957	FBtr0082683	FBgn0038089
1748	CG31345	0.220499999200304	3R	12817028	12817029	FBtr0082689	FBgn0051345
1749	ImpL1	0.219716665521264	3L	13382765	13382766	FBtr0075842	FBgn0001256
1750	ttv	0.219124998897314	2R	14526267	14526268	FBtr0333164	FBgn0265974
1751	gudu	0.218950000219047	2L	7388508	7388509	FBtr0079438	FBgn0031905
1752	PGRP-LA	0.216750000913938	3L	9334332	9334333	FBtr0076434	FBgn0035975
1753	CG9962	0.21616666802826	2L	2647719	2647720	FBtr0077743	FBgn0031441
1754	Socs36E	0.215749999818703	2L	18152416	18152417	FBtr0081040	FBgn0041184
1755	CG13506	0.215562499710359	2R	22383134	22383135	FBtr0071822	FBgn0034723
1756	Pgd	0.215299999713898	X	2145136	2145137	FBtr0070384	FBgn0004654
1757	CG7509	0.215062502305955	3L	4805273	4805274	FBtr0073362	FBgn0035575
1758	tws	0.214916667590539	3R	10134162	10134163	FBtr0082193	FBgn0004889
1759	SNF4Agamma	0.213999999454245	3R	21140739	21140740	FBtr0084018	FBgn0264357
1760	CG31743	0.213499998518576	2L	16879517	16879518	FBtr0080947	FBgn0032618
1761	CG15403	0.212249998003244	2L	3128635	3128636	FBtr0077661	FBgn0031504
1762	SH3PX1	0.212142858787307	3L	9713826	9713827	FBtr0076413	FBgn0040475
1763	mfr	0.210999999474734	3L	8912153	8912154	FBtr0273291	FBgn0266757
1764	CG14115	0.210833333044623	3L	13061421	13061422	FBtr0075893	FBgn0036343
1765	I-t	0.210250001400709	3R	11704030	11704031	FBtr0082427	FBgn0025821
1766	CG12538	0.210083334085842	3R	13523534	13523535	FBtr0082791	FBgn0038157
1767	Nlg4	0.209999997013559	3R	20204809	20204810	FBtr0301075	FBgn0083975
1768	Pif2	0.209916667391857	3R	6549036	6549037	FBtr0081676	FBgn0046873
1769	LBR	0.209812500746921	2R	21720495	21720496	FBtr0071712	FBgn0034657
1770	NFAT	0.209749998245388	X	13624745	13624746	FBtr0073808	FBgn0030505
1771	CG44044	0.208937501069158	3R	16321838	16321839	FBtr0334698	FBgn0264836
1772	CG44251	0.208687499136431	2R	12950208	12950209	FBtr0339107	FBgn0265186
1773	CG42808	0.208083334068457	2R	13574256	13574257	FBtr0303818	FBgn0261990
1774	slo	0.207562500610948	3R	24662491	24662492	FBtr0084685	FBgn0003429
1775	CG31882	0.207166668027639	2L	9625284	9625285	FBtr0079853	FBgn0051882
1776	Ptp61F	0.207000000402331	3L	1349541	1349542	FBtr0072719	FBgn0267487
1777	fzo	0.206950000487268	3R	23204033	23204034	FBtr0084399	FBgn0011596
1778	CG42571	0.206874999217689	3L	15716453	15716454	FBtr0331799	FBgn0260777
1779	sphinx2	0.206687496218365	3L	7440732	7440733	FBtr0300362	FBgn0052382
1780	CG9997	0.206666665151715	3R	28756978	28756979	FBtr0085314	FBgn0039597
1781	Obp56i	0.206124999560416	2R	19864717	19864718	FBtr0303458	FBgn0043532
1782	Sfp23F	0.205750001128763	2L	3387742	3387743	FBtr0300295	FBgn0259949
1783	NLaz	0.205687498673797	2L	1361734	1361735	FBtr0077942	FBgn0053126
1784	CG32655	0.20549999922514	X	12235876	12235877	FBtr0073633	FBgn0052655
1785	drm	0.205375000640439	2L	3539247	3539248	FBtr0077530	FBgn0024244
1786	Sox14	0.204964287446014	2R	23978801	23978802	FBtr0343282	FBgn0005612
1787	Cyp312a1	0.204937500297092	3L	18132094	18132095	FBtr0075135	FBgn0036778
1788	RyR	0.204875001683831	2R	8860364	8860365	FBtr0088637	FBgn0011286
1789	CG12974	0.20433333364781	3L	21285435	21285436	FBtr0078411	FBgn0037065
1790	ko	0.203916668891907	3L	21100099	21100100	FBtr0333449	FBgn0020294
1791	comm2	0.203916668600868	3L	15699849	15699850	FBtr0075580	FBgn0041160
1792	Gr59d	0.203625002875924	2R	23105168	23105169	FBtr0071976	FBgn0041236
1793	SdhB	0.203437498304993	2R	6807626	6807627	FBtr0086156	FBgn0014028
1794	CG15756	0.202899998457481	X	13534400	13534401	FBtr0073783	FBgn0030493
1795	CG13526	0.202500001527369	2R	22755219	22755220	FBtr0071878	FBgn0034774
1796	CG33143	0.202166668139398	2R	22614328	22614329	FBtr0071858	FBgn0053143
1797	CG11249	0.201499999633857	3L	21672139	21672140	FBtr0078429	FBgn0037115
1798	IFT52	0.201249999925494	2L	6557501	6557502	FBtr0479839	FBgn0031829
1799	CG43056	0.201249999304613	2L	4437787	4437788	FBtr0304638	FBgn0262358
1800	Pdk1	0.201049998030067	3L	129450	129451	FBtr0072464	FBgn0020386
1801	CG32204	0.201000000175554	3L	18946037	18946038	FBtr0113429	FBgn0052204
1802	chk; CG45092	0.200333335902542					
1803	CG15611	0.200166665741967	2R	17108844	17108845	FBtr0086982	FBgn0034194
1804	CG4741	0.199999997392297	2R	24611843	24611844	FBtr0343488	FBgn0035040
1805	CG15236	0.199875000398606	2R	6828356	6828357	FBtr0086161	FBgn0033108
1806	Prps	0.199416667222977	3L	9694456	9694457	FBtr0345032	FBgn0036030
1807	SRPK	0.199374999850988	2R	15380724	15380725	FBtr0087383	FBgn0286813
1808	CG43351	0.199249998045464	2R	19030009	19030010	FBtr0307099	FBgn0263083
1809	Andorra	0.199200001731515	X	18179471	18179472	FBtr0074591	FBgn0030898
1810	AANAT1	0.198624996468425	2R	24139563	24139564	FBtr0072254	FBgn0019643
1811	CG31323	0.198333332935969	3R	26170847	26170848	FBtr0084988	FBgn0051323
1812	CG14903	0.198125000111759	3R	16573751	16573752	FBtr0083303	FBgn0038446
1813	sbm	0.197549997782335	X	14591590	14591591	FBtr0073944	FBgn0030574
1814	PIP5K59B	0.196999996978169	2R	22874769	22874770	FBtr0071900	FBgn0034789
1815	CG31933	0.196750000119209	2L	1823330	1823331	FBtr0077896	FBgn0051933
1816	CG9747	0.196374998117487	3R	30191071	30191072	FBtr0085573	FBgn0039754
1817	CG15483	0.196208333557782	2L	12761839	12761840	FBtr0080402	FBgn0032457
1818	CG12782	0.195833333302289	2R	23265542	23265543	FBtr0072048	FBgn0034838
1819	kermit; Lpin	0.195599999744445					
1820	CG18577	0.195499998982996	3R	11196092	11196093	FBtr0082341	FBgn0037870
1821	CG15629	0.195250001968816	2L	4813009	4813010	FBtr0077383	FBgn0031630
1822	Fur1	0.195250001270324	3R	25473057	25473058	FBtr0089982	FBgn0004509
1823	CG5194	0.194718748214655	3L	9009837	9009838	FBtr0076548	FBgn0035955
1824	CG3638	0.194299999577925	X	1235052	1235053	FBtr0070249	FBgn0261444
1825	CG1698	0.194249998234833	2R	9793326	9793327	FBtr0088474	FBgn0033443
1826	CG3168	0.194224999565631	X	6727228	6727229	FBtr0070986	FBgn0029896
1827	CG13193	0.194166666672875	2R	11768453	11768454	FBtr0088029	FBgn0033650
1828	CG15239	0.193312500137836	X	3884168	3884169	FBtr0070612	FBgn0029681
1829	Mdr49	0.192909092346037	2R	12944387	12944388	FBtr0302198	FBgn0004512
1830	CG12506	0.192750000394881	2L	773547	773548	FBtr0078003	FBgn0031276
1831	Ca-Ma2d	0.192583333235234	2L	16231475	16231476	FBtr0303797	FBgn0261999
1832	CG34256	0.191428569677685	3L	18989814	18989815	FBtr0302318	FBgn0085285
1833	CG10943	0.191375002264977	3L	12862919	12862920	FBtr0075936	FBgn0036320
1834	dsx-c73A	0.19108333500723	3L	16451957	16451958	FBtr0075409	FBgn0261799
1835	CG3906	0.190916667381922	2R	23512224	23512225	FBtr0072121	FBgn0034871
1836	CG9173	0.189250000054017	3L	1423470	1423471	FBtr0072720	FBgn0035218
1837	CG6006	0.188166663671533	3R	16154982	16154983	FBtr0113477	FBgn0063649
1838	CG1317	0.187750000506639	3L	2371938	2371939	FBtr0072901	FBgn0035333
1839	CG43277	0.187750000506639	2R	19637559	19637560	FBtr0306718	FBgn0262966
1840	mtd	0.187416668981314	3R	5279907	5279908	FBtr0078817	FBgn0013576
1841	CG13449	0.187291666710128	3L	15611716	15611717	FBtr0332094	FBgn0036520
1842	chas	0.187173075526236	X	17682921	17682922	FBtr0074478	FBgn0263258
1843	CG3517	0.186750002360592	3R	19425198	19425199	FBtr0083770	FBgn0038706
1844	CG46398	0.186687499750406	2R	23840995	23840996	FBtr0475051	FBgn0286876
1845	DNaseII	0.18650000076741	3R	18019375	18019376	FBtr0083538	FBgn0000477
1846	CG3645	0.186333334383865	2L	254749	254750	FBtr0336989	FBgn0031238
1847	Tsr1	0.186249999329448	3L	21335215	21335216	FBtr0078342	FBgn0037073
1848	CG14053	0.185916668425004	X	2193058	2193059	FBtr0070424	FBgn0029603
1849	CG13557	0.185250001649062	2R	23476417	23476418	FBtr0072019	FBgn0034867
1850	CG34198	0.185125001706183	2R	19682976	19682977	FBtr0112391	FBgn0085227
1851	SmydA-3	0.185083334023754	2L	10850141	10850142	FBtr0305257	FBgn0262599
1852	EcR	0.183949998766184	2R	6131840	6131841	FBtr0302439	FBgn0000546
1853	CG12984	0.183166664326563	3L	20991673	20991674	FBtr0078286	FBgn0037042
1854	shot	0.182937498379033	2R	13897700	13897701	FBtr0304851	FBgn0013733
1855	nemy	0.182571429626218	2R	12661749	12661750	FBtr0339741	FBgn0261673
1856	RNaseX25	0.182250000536442	3L	7970588	7970589	FBtr0076752	FBgn0010406
1857	Ir56a	0.182166666704385	2R	19096173	19096174	FBtr0086595	FBgn0050125
1858	Oseg2	0.182083337257306	3L	2229646	2229647	FBtr0332661	FBgn0035317
1859	CG9876	0.181750000687316	2R	23094265	23094266	FBtr0071979	FBgn0034821
1860	CG4669	0.18174999843662	3L	5234483	5234484	FBtr0077171	FBgn0035598
1861	Dscam2	0.181437502382323	3L	7189930	7189931	FBtr0299546	FBgn0265296
1862	Gr22e	0.18135000038892	2L	1784062	1784063	FBtr0077888	FBgn0045497
1863	Pburs	0.181333334728455	2L	14417330	14417331	FBtr0080634	FBgn0264810
1864	TfAP-2	0.181187500245869	3L	21586828	21586829	FBtr0333468	FBgn0261953
1865	CG12674	0.180999999555449	2L	2079919	2079920	FBtr0077827	FBgn0031388
1866	CG14120	0.179500000551343	3L	12885039	12885040	FBtr0075868	FBgn0036321
1867	cad	0.179062499664724	2L	20770731	20770732	FBtr0081412	FBgn0000251
1868	CG32651	0.178687500301749	X	12408476	12408477	FBtr0073672	FBgn0052651
1869	CG15422	0.178583331406116	2L	4004984	4004985	FBtr0077505	FBgn0031579
1870	CG31668	0.178416668747862	2L	2206165	2206166	FBtr0307523	FBgn0051668
1871	CG11368	0.17841666424647	X	7452209	7452210	FBtr0071058	FBgn0040923
1872	Dhc36C	0.178062502294779	2L	17501401	17501402	FBtr0304742	FBgn0013810
1873	CG7294	0.177899998985231	2L	10689270	10689271	FBtr0080128	FBgn0032284
1874	CG43237	0.177416667963068	2R	17205208	17205209	FBtr0306290	FBgn0262882
1875	Or35a	0.177250002976507	2L	15623557	15623558	FBtr0080781	FBgn0028946
1876	comm3	0.177083334575097	3L	15632579	15632580	FBtr0299851	FBgn0259236
1877	dpr10	0.176562497857958	3L	10186107	10186108	FBtr0076309	FBgn0052057
1878	Pdp1	0.176541667483333	3L	7828017	7828018	FBtr0076782	FBgn0016694
1879	mael	0.176500001456589	3L	22721203	22721204	FBtr0347062	FBgn0016034
1880	CycA	0.176249997597188	3L	11833577	11833578	FBtr0076075	FBgn0000404
1881	CG6126	0.175649998709559	3R	16203082	16203083	FBtr0083278	FBgn0038407
1882	CG5500	0.174916666621963	3R	26876630	26876631	FBtr0085064	FBgn0039461
1883	CG31909	0.174749998375773	2L	7257512	7257513	FBtr0300459	FBgn0051909
1884	scw	0.174687499180436	2L	19700967	19700968	FBtr0081261	FBgn0005590
1885	CG34324	0.17356250109151	X	13457662	13457663	FBtr0112526	FBgn0085353
1886	kay	0.173500000266358	3R	29765995	29765996	FBtr0099988	FBgn0001297
1887	CheA86a	0.173499997705221	3R	11145234	11145235	FBtr0091686	FBgn0261291
1888	CG12682	0.173416667385027	X	4825974	4825975	FBtr0070716	FBgn0029729
1889	SkpC	0.173343752481742	X	19816072	19816073	FBtr0074797	FBgn0026175
1890	Cda4	0.173249999526888	X	22632709	22632710	FBtr0077362	FBgn0052499
1891	CG12885	0.172750001152356	3R	27520866	27520867	FBtr0475194	FBgn0039523
1892	Eh	0.17258333414793	3R	17448857	17448858	FBtr0083444	FBgn0000564
1893	mthl12	0.172312499023974	3R	13353673	13353674	FBtr0082746	FBgn0045442
1894	S-Lap8	0.171875003259629	2R	16491100	16491101	FBtr0087087	FBgn0034132
1895	Cyp12d1-p	0.171666664381822	2R	11121883	11121884	FBtr0089419	FBgn0050489
1896	Cyp313a1	0.171650001686066	3R	14521049	14521050	FBtr0082954	FBgn0038236
1897	CG7906	0.171500001645957	3L	14236635	14236636	FBtr0321257	FBgn0036417
1898	Sp1	0.170249999914732	X	9729648	9729649	FBtr0071381	FBgn0020378
1899	CG42682	0.169666668089728	2L	14842358	14842359	FBtr0343681	FBgn0261568
1900	TkR86C	0.169333331907789	3R	10750816	10750817	FBtr0082315	FBgn0004841
1901	E(spl)m7-HLH	0.168781249725726	3R	26037038	26037039	FBtr0084960	FBgn0002633
1902	CG43646	0.168583333181838	2R	7018760	7018761	FBtr0310091	FBgn0263655
1903	Ald1	0.168166666602095	3R	26258278	26258279	FBtr0085000	FBgn0000064
1904	CG4238	0.168166665670772	2L	2009859	2009860	FBtr0301068	FBgn0031384
1905	CG43068	0.167583333328366	2R	15185158	15185159	FBtr0304816	FBgn0262478
1906	CheB53a	0.167562499642372	2R	16466709	16466710	FBtr0091520	FBgn0261292
1907	CG30270	0.167437499156222	2R	22784304	22784305	FBtr0300125	FBgn0061435
1908	Trf4	0.166999998502433	2L	2665062	2665063	FBtr0077700	FBgn0031444
1909	bsh	0.166749998927116	2L	19769066	19769067	FBtr0089320	FBgn0000529
1910	GlcAT-I	0.166083332151175	X	4131211	4131212	FBtr0070644	FBgn0066114
1911	CG30371	0.165750002022833	2R	8269333	8269334	FBtr0088798	FBgn0050371
1912	CG16798	0.165583331525947	2L	20382355	20382356	FBtr0081371	FBgn0032856
1913	Etf-QO	0.165416664754351	2R	9910893	9910894	FBtr0088384	FBgn0286783
1914	CG8607	0.164916668708126	3L	7320068	7320069	FBtr0076837	FBgn0035760
1915	whe	0.164812498725951	X	21402771	21402772	FBtr0077219	FBgn0031176
1916	CG31952	0.163199999835342	2L	3416693	3416694	FBtr0077591	FBgn0051952
1917	Adhr; Adh	0.163166667878007					
1918	CG3777	0.163125001534354	X	279703	279704	FBtr0070066	FBgn0024989
1919	CG12661	0.163083334142963	X	8923686	8923687	FBtr0071265	FBgn0030071
1920	CG43137	0.162083331961185	X	5865150	5865151	FBtr0305285	FBgn0262611
1921	CG2812	0.161874998360872	2R	23925236	23925237	FBtr0072140	FBgn0034931
1922	MYPT-75D	0.161833330833664	3L	18625959	18625960	FBtr0075049	FBgn0036801
1923	KP78b; KP78a	0.161750000261236					
1924	CG5023	0.161666667088866	3R	20169435	20169436	FBtr0083866	FBgn0038774
1925	CG18368	0.160166665290793	2R	13667736	13667737	FBtr0087627	FBgn0033864
1926	CG30203	0.160071427135595	2R	12310689	12310690	FBtr0273303	FBgn0050203
1927	CG3036	0.159916663852831	2L	4892112	4892113	FBtr0077391	FBgn0031645
1928	CG6026	0.159312501142267	3R	19033538	19033539	FBtr0273301	FBgn0038676
1929	Liprin-gamma	0.159083334418635	2R	22354707	22354708	FBtr0071847	FBgn0034720
1930	Ets97D	0.15897500119172	3R	26912885	26912886	FBtr0085088	FBgn0004510
1931	Piezo	0.158875001594424	2L	8163073	8163074	FBtr0335176	FBgn0264953
1932	CG15824	0.158874997869134	2L	885140	885141	FBtr0332181	FBgn0031292
1933	Mf	0.158666667062789	3R	15179349	15179350	FBtr0306643	FBgn0038294
1934	Mocs1	0.157899999246001	3L	11070526	11070527	FBtr0076205	FBgn0263241
1935	CheA46a	0.157857142887743	2R	9748800	9748801	FBtr0091804	FBgn0262594
1936	Myo10A	0.157791667773078	X	10930840	10930841	FBtr0346278	FBgn0263705
1937	CG5662	0.157083335022132	X	15210386	15210387	FBtr0073999	FBgn0030620
1938	CG13407	0.15704999845475	3R	22103414	22103415	FBtr0084181	FBgn0038931
1939	CG8642	0.15691666599984	2R	8614154	8614155	FBtr0310502	FBgn0033312
1940	CG42541	0.155874997843057	X	3930577	3930578	FBtr0301099	FBgn0260658
1941	Dic4	0.154916667379439	3L	18698411	18698412	FBtr0075090	FBgn0036808
1942	RpL17	0.153625000423441	X	6743166	6743167	FBtr0345292	FBgn0029897
1943	CG15646	0.15329999960959	X	15669796	15669797	FBtr0074062	FBgn0030665
1944	olf186-M	0.15327840679939	2R	17846699	17846700	FBtr0086799	FBgn0015522
1945	DIP-epsilon	0.153124998236308	2L	6411325	6411326	FBtr0299967	FBgn0259714
1946	CG11828	0.153124997392297	3R	28923044	28923045	FBtr0308601	FBgn0039616
1947	CG14762	0.152928571349808	2R	8013754	8013755	FBtr0088867	FBgn0033250
1948	HmgD	0.152899998659268	2R	21701458	21701459	FBtr0345487	FBgn0004362
1949	w-cup	0.15241666433091	2L	10577791	10577792	FBtr0080132	FBgn0032269
1950	ltl	0.151892858690449	3L	7518997	7518998	FBtr0332144	FBgn0268063
1951	CG9021	0.151833332764606	2L	5904688	5904689	FBtr0079154	FBgn0031747
1952	Corin	0.151708335460474	2R	7540111	7540112	FBtr0336996	FBgn0033192
1953	CG17048	0.151250001043081	2R	13354498	13354499	FBtr0087721	FBgn0033828
1954	MtnD	0.151199999311939	3R	20534962	20534963	FBtr0308064	FBgn0053192
1955	CG4597	0.150949999457225	3L	5129499	5129500	FBtr0479932	FBgn0035594
1956	CG43058	0.150800000689924	2R	13601098	13601099	FBtr0304641	FBgn0262360
1957	CG32278	0.150750001659617	3L	3169286	3169287	FBtr0073033	FBgn0052278
1958	CG14708	0.150666666061928	3R	11554145	11554146	FBtr0082409	FBgn0037910
1959	Fili	0.149916666249434	2R	21872030	21872031	FBtr0112593	FBgn0085397
1960	eg	0.149250002019107	3L	21808703	21808704	FBtr0078437	FBgn0000560
1961	Vha100-3	0.149124997784384	2R	18911894	18911895	FBtr0086602	FBgn0028669
1962	CG13488	0.148874999489635	2R	21951592	21951593	FBtr0308748	FBgn0034670
1963	CG32639	0.148500001989305	X	13236565	13236566	FBtr0073734	FBgn0052639
1964	CG15728	0.148374999116641	X	12624292	12624293	FBtr0307897	FBgn0030409
1965	ImpE2	0.147333334251824	3L	3512680	3512681	FBtr0073141	FBgn0001254
1966	CG13123	0.147125000599772	2L	9793106	9793107	FBtr0079917	FBgn0032150
1967	CG12516	0.14699999957035	3R	28304604	28304605	FBtr0301672	FBgn0039577
1968	Ca-beta	0.146600001840852	2L	11167895	11167896	FBtr0310281	FBgn0259822
1969	CG42540	0.146583333301048	3L	4556087	4556088	FBtr0301096	FBgn0260657
1970	TTLL4B	0.146031250827946	2L	3862668	3862669	FBtr0077502	FBgn0031574
1971	CG12081	0.145958331995644	X	8588811	8588812	FBtr0071218	FBgn0030053
1972	pbl	0.145071427537394	3L	7899435	7899436	FBtr0306647	FBgn0003041
1973	jp	0.144428572351379	2L	9551016	9551017	FBtr0113030	FBgn0032129
1974	CG34393	0.14425000094343	2L	3199700	3199701	FBtr0112637	FBgn0085422
1975	CG33667	0.144000001717359	X	6472377	6472378	FBtr0302416	FBgn0053667
1976	CCHa1-R	0.143916668680807	2R	17665067	17665068	FBtr0086893	FBgn0050106
1977	CG10477	0.142916668206453	3L	6034610	6034611	FBtr0077068	FBgn0035661
1978	Eaat1	0.142562499328051	2L	9333567	9333568	FBtr0079800	FBgn0026439
1979	Cyp18a1	0.142249999684282	X	18692743	18692744	FBtr0074609	FBgn0010383
1980	kirre	0.142249999567866	X	2740384	2740385	FBtr0309500	FBgn0028369
1981	CG1722	0.142125002108514	X	21251147	21251148	FBtr0077237	FBgn0031168
1982	CG1139	0.142124998383224	3L	1971638	1971639	FBtr0072845	FBgn0035300
1983	TwdlV	0.141125000751344	3R	4254708	4254709	FBtr0078976	FBgn0037227
1984	CG44085	0.140074999025092	2L	13261008	13261009	FBtr0334854	FBgn0264894
1985	CG13332	0.139666663793226	2R	13525377	13525378	FBtr0087674	FBgn0033851
1986	Oct-TyrR	0.139583335258067	3L	22035003	22035004	FBtr0078479	FBgn0004514
1987	BomS4	0.139175000158139	2R	18384567	18384568	FBtr0086663	FBgn0034330
1988	CG43139	0.139083336107433	3R	27502024	27502025	FBtr0305290	FBgn0262613
1989	betaTub60D	0.139083333158245	2R	24305881	24305882	FBtr0072270	FBgn0003888
1990	Asap	0.137812499073334	2R	8123000	8123001	FBtr0100140	FBgn0050372
1991	CG17570	0.137624998111278	2L	20264423	20264424	FBtr0081375	FBgn0260000
1992	hts	0.137416664200525	2R	19411360	19411361	FBtr0309105	FBgn0263391
1993	Cad86C	0.137249998492189	3R	10827079	10827080	FBtr0301933	FBgn0261053
1994	eIF5B	0.137124998494983	3L	3460602	3460603	FBtr0073144	FBgn0026259
1995	CG30411	0.136937499861233	2R	23415939	23415940	FBtr0072016	FBgn0050411
